Actual Date,Ghetto Date,Price - Close - Monthly,Trading Volume - Monthly,Twitter Publication Count,Twitter Positive Sentiment Count,Twitter Negative Sentiment Count,News Publication Count,News Positive Sentiment Count,News Negative Sentiment Count,SI,SI Ratio,IV Midpoint
11/12/2010,11/15/2010,15.097,12484413,,,,,,,92604940,1.576481311,
11/19/2010,1/0/1900,14.785,14083807,,,,,,,84108340,1.39778211,
11/26/2010,11/30/2010,14.764,8043307,,,,,,,75611740,1.219082908,
12/3/2010,1/0/1900,14.339,18886520,,,,,,,74408400,1.336244393,
12/10/2010,12/15/2010,14.82,10459064,,,,,,,73205060,1.453405877,
12/17/2010,1/0/1900,14.784,10880966,,,,,,,76698106.67,1.294047575,
12/24/2010,1/0/1900,15.12,6165244,,,,,,,76698106.67,1.294047575,
12/31/2010,12/31/2010,14.864,5816482,,,,,,,62725920,1.931480781,
1/7/2011,1/0/1900,15.426,10855687,,,,,,,64192210,1.752988786,
1/14/2011,1/14/2011,15.62,8285462,,,,,,,65658500,1.57449679,
1/21/2011,1/0/1900,15.311,21281176,,,,,,,67613210,1.183077798,
1/28/2011,1/31/2011,15.039,16516515,,,,,,,69567920,0.791658805,
2/4/2011,1/0/1900,15.289,10343990,,,,,,,71064090,1.193398233,
2/11/2011,2/15/2011,15.628,10258360,,,,,,,72560260,1.595137661,
2/18/2011,1/0/1900,15.767,10591306,,,,,,,75390940,1.505114355,
2/25/2011,2/28/2011,15.266,11140278,,,,,,,78221620,1.415091049,
3/4/2011,1/0/1900,15.03,12578487,,,,,,,76823250,1.317324314,
3/11/2011,3/15/2011,14.432,14052680,,,,,,,75424880,1.219557579,
3/18/2011,1/0/1900,14.04,16809340,,,,,,,72069280,1.260330636,
3/25/2011,3/31/2011,14.508,11667771,,,,,,,68713680,1.301103692,
4/1/2011,1/0/1900,14.809,9879515,,,,,,,69000086.67,1.468694099,
4/8/2011,1/0/1900,14.468,15191729,,,,,,,69000086.67,1.468694099,
4/15/2011,4/15/2011,13.28,25280097,,,,,,,67854460,0.798332471,
4/22/2011,1/0/1900,13.14,13216891,,,,,,,73624250,1.016850831,
4/29/2011,4/29/2011,13.616,13014661,,,,,,,79394040,1.23536919,
5/6/2011,1/0/1900,13.395,10374035,,,,,,,82974000,1.58410754,
5/13/2011,5/13/2011,13.252,9879051,,,,,,,86553960,1.93284589,
5/20/2011,1/0/1900,13.113,12995842,,,,,,,81294920,1.721688236,
5/27/2011,5/31/2011,13.035,9303486,,,,,,,76035880,1.510530582,
6/3/2011,1/0/1900,13.09,9573350,,,,,,,80140520,1.644845047,
6/10/2011,6/15/2011,12.75,9626597,,,,,,,84245160,1.779159513,
6/17/2011,1/0/1900,12.137,14831627,,,,,,,78817190,1.410653246,
6/24/2011,6/30/2011,11.884,16793246,,,,,,,73389220,1.042146979,
7/1/2011,1/0/1900,13.038,14550130,,,,,,,72644000,1.143420419,
7/8/2011,1/0/1900,13.313,15236825,,,,,,,72644000,1.143420419,
7/15/2011,7/15/2011,14.955,28609177,,,,,,,75624880,0.738326659,
